"linear.normalized-tseitin-regular-n64-d3-i3-r1.cnf.gz-plain.pb.metafix.opb",1,5,256,96,0.673684,0
"linear.normalized-sha1-size144-round21-8.opb",4,8,9184,3968,0.228754,0.258683
"linear.normalized-sha1-size144-round21-9.opb",4,8,9184,3968,0.228923,0.258701
"linear.normalized-t3002.11tsp11.1900551864.opb",1,6,2707,231,0.913043,0
"linear.normalized-factor-size=9-P=53-Q=127.opb",3,6,245,99,0.4873,0.402904
"linear.normalized-single-obj-f47-DC_Side1.seq-B-2-combined-irabcde.opb",4,8,18809,6337,0.281848,0.346629
"linear.normalized-sha1-size144-round23-1.opb",4,8,10848,4288,0.214945,0.256056
"linear.normalized-reduced-mps-v2-20-10-enigma.opb",5,7,42,100,0.888442,0.122734
"linear.normalized-mps-v2-20-10-bienst1.opb",7,9,732,13806,0.97354,0.0343393
"linear.normalized-single-obj-f11-DCTotalLoss.seq-A-2-1-irabcde.opb",3,7,31091,10975,0.246923,0.180184
"linear.normalized-mps-v2-20-10-blp-ar98.opb",7,9,1473,20024,0.973379,0.039933
"linear.normalized-m100_100_50_50.r.opb",3,5,100,100,0.833333,0.235702
"linear.normalized-rd73.b.opb",3,5,515,220,0.817957,0.257448
"linear.factor-mod-size=7-P0=11-P1=71-P2=127-P3=19-P4=89-P5=17-B.opb",4,7,506,350,0.87215,0.129421
"linear.normalized-chnl20_30_pb.cnf.cr.opb",1,4,100,1200,1,0
"linear.normalized-market-split_4_30_3.opb",3,6,9,31,0.927928,0.101925
"linear.normalized-t3002.11tsp11.1900554375.opb",1,6,2707,231,0.913043,0
"linear.normalized-8_6_30.opb",3,7,7077,1482,0.506352,0.404532
"linear.normalized-j6028_9-unsat.opb",1,7,29508,9028,0.422738,0
"linear.normalized-single-obj-f10-DCTotalLoss.seq-B-2-1-irEDCBA.opb",3,7,31091,10975,0.246923,0.180184
"linear.normalized-reduced-prob10.opb",1,3,2,106,0.990654,0
"linear.normalized-mps-v2-20-10-neos14.opb",0,2,0,0,-nan,0
"linear.normalized-tseitin-regular-n44-d3-i2-r2.cnf.gz-plain.pb.metafix.opb",1,5,176,66,0.656716,0
"linear.s69-100.opb",3,7,148,69,0.794444,0.290699
"linear.normalized-fir04_area_opers.opb",3,8,2783,1614,0.85574,0.176853
"linear.normalized-randd6bc17.cudf.trendy.opb",4,8,16856,5835,0.776938,0.227388
"linear.normalized-j6028_7-sat.opb",1,8,30380,9272,0.81166,0
"linear.normalized-aim-100-1_6-yes1-3.opb",2,5,260,200,0.833333,0.166667
"linear.normalized-pigeon-cardinality-31-30.opb",1,4,61,930,1,0
"linear.new-difficult-24-193-22-70.opb",1,4,30728,528,0.979592,0
"linear.normalized-vertexcover-grid8x19-hard.opb",3,7,305,152,0.983333,0.0235702
"linear.normalized-vertexcover-grid10x25-hard.opb",3,7,501,250,0.982456,0.0248108
"linear.normalized-army8.9ls.opb",1,6,332,220,0.666667,0
"linear.normalized-ss97-6.opb",4,9,182,257,0.770705,0.341083
"linear.vmpc_25.opb",1,5,76775,625,0.909091,0
"linear.normalized-subsetCardinalitySigma-25-3.cnf.gz-extracted.pb.metafix.opb",1,3,100,101,0.668874,0
"linear.normalized-t2001.13queen13.1111225122.opb",2,7,101,169,0.817233,0.159646
"linear.normalized-vdw_k6_l3_n170.opb",3,5,43180,1020,0.505455,0.352949
"linear.normalized-tseitin-regular-n82-d3-i2-f.cnf.gz-plain.pb.metafix.opb",1,5,328,123,0.503067,0
"linear.normalized-t3002.11tsp11.1900669299.opb",1,6,2707,231,0.913043,0
"linear.normalized-pigeon-cardinality-35-30.opb",1,4,65,1050,1,0
"linear.normalized-mps-v2-20-10-siena1.opb",0,2,0,0,-nan,0
"linear.normalized-43s.smv.opb",2,7,8686,3655,0.284055,0.264023
"linear.normalized-market-split_7_60_4.opb",3,6,15,61,0.877193,0.173675
"linear.normalized-rand6reg-v031-n2.opb",4,7,62,93,0.848002,0.189237
"linear.normalized-par8-2.opb",2,6,1507,700,0.736983,0.263017
"linear.normalized-OGR_16.opb",3,6,10895,5584,0.789826,0.297231
"linear.normalized-prob1.opb",1,3,2,77,0.987179,0
"linear.normalized-t3002.11tsp11.1900554154.opb",1,6,2707,231,0.913043,0
"linear.normalized-factor-size=9-P=347-Q=431.opb",3,6,245,99,0.50101,0.405754
"linear.normalized-army9.12ls.opb",1,7,401,266,0.673418,0
"linear.normalized-single-obj-f17-DCdoubleLoss.seq-A-2-2-irEDCBA.opb",2,7,18314,5985,0.273021,0.245994
"linear.Q3inK10.opb",3,5,75600,45,0.333976,0.47095
"linear.normalized-single-obj-f44-DC_ESS.seq-B-2-1-irabcde.opb",3,7,20837,7320,0.248054,0.181911
"linear.vmpc_26.opb",1,6,86424,676,0.962963,0
"linear.normalized-sumineqArity5pyramidP0064.opb",5,7,2146,10725,0.82553,0.199433
"linear.normalized-bsg_10_4_5.opb",3,7,124,66,0.483129,0.337464
"linear.em_7_4_9_cmp.opb",1,7,15063,1677,0.505959,0
"linear.factor-mod-size=6-P0=59-P1=37-B.opb",5,8,76,54,0.906516,0.122093
"linear.normalized-vertexcover-grid8x29-hard.opb",3,7,465,232,0.982456,0.0248108
"linear.normalized-aries-da_network_50_2__8_45__16.opb",6,8,200,1648,0.814806,0.230132
"linear.normalized-sumineqArity3pyramidP0016.opb",5,7,154,459,0.764804,0.305524
"linear.normalized-compression32_19.opb",3,7,12810,2652,0.504021,0.406348
"linear.normalized-jnh204.opb",1,5,900,200,0.403633,0
"linear.normalized-sha1-size80-round21-9.opb",4,8,9056,3968,0.230109,0.257278
"linear.normalized-j607_4-unsat.opb",1,8,23775,7686,0.815404,0
"linear.factor-mod-size=7-P0=53-P1=37-P2=29-P3=83-P4=23-P5=67-B.opb",4,7,506,350,0.871593,0.130094
"linear.normalized-edgecross10-030.lin.opb",3,6,1116,408,0.444913,0.0592432
"linear.normalized-mis_100_25_5.opb",1,6,3262,1631,0.666667,0
"linear.normalized-regular-n18-d4-i1.cnf.gz-plain.pb.metafix.opb",3,7,156,73,0.67184,0.236077
"linear.normalized-aries-da_network_100_3__3_91.opb",4,6,200,398,0.783227,0.173048
"linear.normalized-bsg_200_10_4.opb",2,6,5650,2924,0.729252,0.197327
"linear.normalized-mps-v2-20-10-NSR8K.opb",0,2,0,0,-nan,0
"linear.normalized-t3002.11tsp11.1900544484.opb",1,6,2707,231,0.913043,0
"linear.normalized-4_6_0.opb",3,5,73,20,0.269298,0.0997766
"linear.normalized-factor-sizeN=400-sizeP=201-sizeQ=400-517735400.opb",0,2,0,0,-nan,0
"linear.normalized-j605_1-unsat.opb",1,8,29174,9272,0.809959,0
"linear.normalized-minisat15_4_4_0_mh_ic.opb",4,7,21931,9765,0.532056,0.298484
"linear.normalized-factor-size=9-P=83-Q=197.opb",3,6,245,99,0.49183,0.40258
"linear.factor-mod-size=9-P0=149-P1=419-P2=307-P3=223-B.opb",6,8,496,324,0.759039,0.354928
"linear.normalized-OGR_5.opb",3,6,104,75,0.786499,0.152995
"linear.satsgi-n22himBHm24-p0-q209.opb",1,4,11638,528,0.979592,0
"linear.normalized-fpga20_18_sat_pb.cnf.cr.opb",2,4,416,540,0.782427,0.217573
"linear.normalized-fir03_trarea_ac.opb",3,7,2405,1343,0.69345,0.215424
"linear.normalized-5_6_38.opb",3,7,9082,1892,0.505298,0.405348
"linear.factor-mod-size=9-P0=419-P1=479-P2=367-B.opb",4,6,331,216,0.648621,0.387612
"linear.normalized-sha1-size128-round23-1.opb",4,8,10816,4288,0.214549,0.25617
"linear.normalized-mps-v2-20-10-degen2.opb",6,8,665,16020,0.949928,0.103304
"linear.normalized-compression64_23.opb",3,7,37506,7656,0.50193,0.407653
"linear.normalized-mps-v2-20-10-misc03.opb",5,7,123,190,0.825855,0.143455
"linear.normalized-count.b.opb",3,6,694,466,0.827958,0.235462
"linear.normalized-j3024_4-sat.opb",1,7,10816,3348,0.429368,0
"linear.normalized-factor-size=9-P=127-Q=499.opb",3,7,245,99,0.499962,0.405767
"linear.satsgi-n23himBHm26-p0-q248.opb",1,4,14076,598,0.981132,0
"linear.normalized-subsetCardinalitySigma-29-1.cnf.gz-extracted.pb.metafix.opb",1,3,116,117,0.668571,0
"linear.em_7_3_6_exp.opb",1,6,22887,1473,0.385804,0
"linear.normalized-par16-1-c.opb",2,5,1581,634,0.678491,0.321509
"linear.normalized-single-obj-f46-DC_Side1.seq-B-2-1-irEDCBA.opb",3,7,17521,6015,0.251478,0.181341
"linear.normalized-reduced-mps-v2-20-10-railway_8_1_0.opb",7,9,3146,19747,0.936289,0.103167
"linear.normalized-3_6_4.opb",2,6,226,56,0.341414,0.214141
"linear.normalized-rand6reg-v021-n3.opb",3,6,42,63,0.844444,0.219989
"linear.normalized-tseitin-regular-n92-d3-i1-r1.cnf.gz-plain.pb.metafix.opb",1,5,368,138,0.691729,0
"linear.normalized-regular-n26-d4-i1.cnf.gz-extracted.pb.metafix.opb",1,3,104,105,0.66879,0
"linear.normalized-mps-v2-20-10-aflow30a.opb",6,8,958,7195,0.949419,0.0751147
"linear.normalized-25s.smv.opb",2,8,12829,5072,0.437927,0.423466
"linear.normalized-rand6reg-v081-n1.opb",3,6,162,243,0.768425,0.192189
"linear.sgi-difficult7.opb",1,4,28986,728,0.982456,0
"linear.normalized-fixed-bandwidth-27.cnf.gz-extracted.pb.metafix.opb",1,3,108,109,0.668712,0
"linear.normalized-randa491d5.cudf.paranoid.opb",1,6,28432,6525,0.387091,0
"linear.normalized-matrix_5x3_2.opb",3,7,32298,8901,0.60718,0.411672
"linear.normalized-vertexcover-grid4x9-hard.opb",3,7,73,36,0.988506,0.0162553
"linear.normalized-aim-200-6_0-yes1-1.opb",1,5,1400,400,1,0
"linear.normalized-mds_50_25_2.opb",1,3,3010,1530,0.504119,0
"linear.normalized-3_5_11.opb",2,5,933,210,0.211483,0.142176
"linear.normalized-sha1-size96-round22-4.opb",4,8,9920,4128,0.219717,0.257482
"linear.normalized-ssa0432-003.opb",3,7,1462,870,0.787109,0.251116
"linear.normalized-mps-v2-20-10-air04.opb",6,8,1646,8904,0.880129,0.173197
"linear.factor-mod-size=9-P0=397-P1=307-P2=37-P3=127-P4=401-P5=331-B.opb",5,7,826,540,0.691261,0.3657
"linear.normalized-s3-3-3-3pb.opb",1,6,648,240,0.559441,0
"linear.normalized-8_7_18.opb",3,7,3285,702,0.512306,0.399125
"linear.normalized-factor-sizeN=260-sizeP=131-sizeQ=260-581480794.opb",0,2,0,0,-nan,0
"linear.normalized-factor-size=9-P=59-Q=337.opb",3,6,245,99,0.495071,0.402407
"linear.factor-mod-size=6-P0=13-P1=23-P2=59-P3=41-P4=53-B.opb",5,8,301,216,0.908041,0.11666
"linear.normalized-frb40-19-4.opb",3,6,41605,760,1,0
"linear.normalized-sha1-size160-round22-2.opb",4,8,10048,4128,0.217358,0.260443
"linear.normalized-reduced-mps-v2-20-10-qnet1_o.opb",6,8,916,5380,0.898452,0.0870503
"linear.s61-100.opb",3,7,132,61,0.786408,0.302065
"linear.normalized-tseitin-regular-n84-d3-i2-r1.cnf.gz-plain.pb.metafix.opb",1,5,336,126,0.682927,0
"linear.normalized-single-obj-f6-ACTotalLoss.seq-B-2-combined-irEDCBA.opb",3,8,13039,4524,0.379792,0.344443
"linear.normalized-single-obj-f51-DC_side2.seq-A-2-2-irabcde.opb",3,8,17190,5939,0.386179,0.352512
"linear.normalized-mps-v2-20-10-fit1d.opb",3,8,1051,11514,0.999624,0.000532244
"linear.normalized-aries-da_network_20_2__17_12__128.opb",5,7,80,5138,0.784857,0.258901
"linear.normalized-mps-v2-20-10-bell3b.opb",6,8,151,2283,0.93923,0.0723035
"linear.normalized-bsg_500_10_1.opb",2,6,14138,7318,0.729304,0.197361
"linear.normalized-tseitin-regular-n82-d3-i1-r1.cnf.gz-plain.pb.metafix.opb",1,5,328,123,0.689076,0
"linear.normalized-seymour.opb",4,9,4944,1372,0.637117,0.363683
"linear.normalized-t3002.11tsp11.1900582376.opb",1,6,2707,231,0.913043,0
"linear.normalized-single-obj-f48-DC_TotalLoss.seq-B-2-2-irEDCBA.opb",3,7,20615,7260,0.253731,0.181632
"linear.normalized-edgecross10-010.lin.opb",2,6,552,126,0.488593,0.0114068
"linear.normalized-sha1-size112-round22-9.opb",4,8,9952,4128,0.218857,0.258335
"linear.normalized-factor-sizeN=280-sizeP=141-sizeQ=280-254810631.opb",0,2,0,0,-nan,0
"linear.normalized-tseitin-regular-n88-d3-i1-r1.cnf.gz-plain.pb.metafix.opb",1,5,352,132,0.682171,0
"linear.normalized-subsetcard-eq-random4regular-75.opb",1,3,300,301,0.667406,0
"linear.normalized-t3002.11tsp11.1900576918.opb",1,6,2707,231,0.913043,0
"linear.factor-mod-size=6-P0=53-P1=43-P2=37-P3=59-P4=29-P5=29-B.opb",4,7,376,270,0.876147,0.125694
"linear.factor-mod-size=8-P0=71-P1=107-P2=197-P3=67-B.opb",6,8,394,264,0.739382,0.343693
"linear.factor-mod-size=9-P0=97-P1=127-B.opb",4,6,166,108,0.651881,0.37845
"linear.normalized-tseitin-regular-n58-d3-i2-r1.cnf.gz-plain.pb.metafix.opb",1,5,232,87,0.623656,0
"linear.normalized-s4-4-3-6pb.opb",1,8,1884,624,0.575646,0
"linear.normalized-des.a.opb",3,7,17920,6175,0.472449,0.407681
"linear.normalized-j606_1-unsat.opb",1,7,22689,7320,0.438205,0
"linear.normalized-factor-sizeN=500-sizeP=251-sizeQ=500-293748522.opb",0,2,0,0,-nan,0
"linear.factor-mod-size=7-P0=53-P1=109-P2=43-P3=13-P4=17-P5=101-P6=59-P7=7-P8=29-P9=107-B.opb",4,7,910,630,0.835698,0.167545
"linear.factor-mod-size=9-P0=349-P1=101-P2=17-P3=271-P4=11-P5=179-P6=127-B.opb",4,7,991,648,0.855059,0.144971
"linear.normalized-sha1-size144-round21-4.opb",4,8,9184,3968,0.228964,0.258563
"linear.normalized-mps-v2-20-10-bell3a.opb",7,9,151,2219,0.856276,0.240736
"linear.normalized-mis_500_10_2.opb",1,6,7328,3664,0.666667,0
"linear.normalized-factor-size=9-P=359-Q=379.opb",3,6,245,99,0.50101,0.405754
"linear.normalized-frb45-21-5.opb",3,6,58579,945,1,0
"linear.normalized-reduced-mps-v2-20-10-sc50b.opb",6,8,68,1440,0.979674,0.0293062
"linear.normalized-j6029_8-unsat.opb",1,8,38651,11712,0.808924,0
"linear.normalized-t2001.13queen13.1111223220.opb",2,7,101,169,0.817233,0.159646
"linear.normalized-m100_100_90_90.r.opb",4,6,100,100,0.875,0.216506
"linear.normalized-mps-v2-20-10-boeing2.opb",7,9,201,3371,0.95892,0.0504428
"linear.normalized-7_6_19.opb",3,7,3285,702,0.512306,0.399125
"linear.normalized-mps-v2-20-10-recipe.opb",7,9,223,3671,0.968285,0.0373352
"linear.normalized-rand43bd88.cudf.paranoid.opb",1,7,36771,7701,0.457426,0
"linear.normalized-subsetcard-eq-fixedbandwidth-30.opb",1,3,120,121,0.668508,0
"linear.normalized-factor-size=9-P=23-Q=379.opb",3,6,245,99,0.49183,0.40258
"linear.normalized-lo_12x12_002.opb.metafix.opb",5,9,140,144,0.667433,0.23598
"linear.factor-mod-size=5-P0=11-P1=31-P2=17-B.opb",3,6,107,80,0.851575,0.11447
"linear.normalized-tseitin-regular-n86-d3-i3-r1.cnf.gz-plain.pb.metafix.opb",1,5,344,129,0.666667,0
"linear.factor-mod-size=5-P0=3-P1=19-P2=2-P3=19-P4=17-P5=13-P6=37-P7=5-B.opb",4,7,372,280,0.859803,0.140424
"linear.normalized-factor-size=9-P=29-Q=479.opb",3,6,245,99,0.49183,0.40258
"linear.normalized-j308_6-unsat.opb",1,8,8839,2914,0.821192,0
"linear.normalized-reduced-mps-v2-20-10-fit1d.opb",4,9,1051,11514,0.999727,0.000472309
"linear.normalized-mis_500_25_2.opb",1,6,16670,8335,0.666667,0
"linear.normalized-regular-n29-d4-i2.cnf.gz-plain.pb.metafix.opb",3,7,244,117,0.680938,0.228737
"linear.normalized-sumineqArity4pyramidP0016.opb",5,7,154,612,0.790511,0.274155
"linear.normalized-sha1-size96-round21-3.opb",4,8,9088,3968,0.230238,0.257186
"linear.normalized-mis_50_10_1.opb",1,6,710,355,0.666667,0
"linear.factor-mod-size=6-P0=59-P1=23-P2=29-P3=41-B.opb",4,7,226,162,0.891685,0.120223
"linear.factor-mod-size=9-P0=421-P1=401-P2=149-P3=307-P4=521-P5=409-P6=79-P7=59-P8=127-P9=503-B.opb",4,7,1486,972,0.829326,0.174291
"linear.normalized-bsg_200_25_5.opb",2,6,13054,6626,0.741744,0.227132
"linear.normalized-sporttournament50.opb",2,5,4800,3625,0.834483,0.165517
"linear.normalized-edgecross20-040.opb",2,6,5984,1092,0.460959,0.0390414
"linear.normalized-fir04_trarea_ac.opb",3,7,3355,1945,0.714864,0.202108
"linear.factor-mod-size=8-P0=149-P1=191-P2=149-P3=191-B.opb",6,8,394,264,0.761228,0.354721
"linear.normalized-factor-size=9-P=7-Q=31.opb",3,5,245,99,0.430929,0.412257
"linear.normalized-single-obj-f33-AC_ESS.seq-B-2-2-irabcde.opb",3,7,9957,3535,0.269008,0.18262
"linear.normalized-graphpart_2pm-0099-0999.opb",2,7,1134,729,0.833333,0.166667
"linear.factor-mod-size=8-P0=179-P1=37-B.opb",4,6,132,88,0.641015,0.372934
"linear.normalized-fixed-bandwidth-17.cnf.gz-extracted.pb.metafix.opb",1,3,68,69,0.669903,0
"linear.normalized-fir02_area_delay.opb",3,8,1923,716,0.614113,0.224161
"linear.normalized-ECgrid5x70split.opb",3,6,702,701,0.722973,0.207672
"linear.normalized-rand767898.cudf.trendy.opb",3,9,27349,6497,0.831721,0.237982
"linear.normalized-reduced-mps-v2-20-10-scorpion.opb",6,8,657,10740,0.929109,0.119761
"linear.s73-100.opb",3,7,156,73,0.796875,0.287262
"linear.normalized-tseitin-regular-n84-d3-i1-r1.cnf.gz-plain.pb.metafix.opb",1,5,336,126,0.661417,0
"linear.mod2-rand3bip-sat-240-3.sat05-2205.reshuffled-07.opb",1,6,960,240,0.571429,0
"linear.normalized-ECgrid5x90split.opb",3,6,902,901,0.728894,0.2012
"linear.normalized-subsetcard-eq-random4regular-45.opb",1,3,180,181,0.667897,0
"linear.eq.atree.braun.8.unsat.opb",2,7,2300,684,0.331045,0.326167
"linear.normalized-fixed-bandwidth-98.cnf.gz-extracted.pb.metafix.opb",1,3,392,393,0.667233,0
"linear.normalized-1125.cudf.paranoid.opb",1,6,792,139,0.785311,0
"linear.normalized-t2001.13queen13.1111216188.opb",2,7,101,169,0.817233,0.159646
"linear.normalized-compression64_11.opb",3,6,27834,5700,0.446343,0.414706
"linear.normalized-dlx1c.rwmem.ucl.opb",2,8,25833,9051,0.434713,0.426272
"linear.normalized-t2001.13queen13.1110967327.opb",2,7,101,169,0.817233,0.159646
"linear.normalized-vertexcover-grid10x13.opb",3,7,261,130,0.984127,0.0224478
"linear.factor-mod-size=8-P0=197-P1=97-P2=163-P3=151-P4=53-P5=139-P6=107-B.opb",4,7,787,528,0.860029,0.140064
"linear.normalized-7_6_24.opb",3,7,4690,992,0.508977,0.402238
"linear.normalized-factor-size=9-P=79-Q=331.opb",3,6,245,99,0.497813,0.405827
"linear.factor-mod-size=8-P0=5-P1=173-B.opb",4,6,132,88,0.644712,0.37316
"linear.normalized-ooo.burch_dill.4.accl.ucl.opb",3,8,10412,3939,0.306275,0.390565
"linear.normalized-BeauxArts_K71.opb",2,5,4049,3905,0.828546,0.171454
"linear.normalized-sha1-size96-round22-8.opb",4,8,9920,4128,0.219417,0.257754
"linear.normalized-fir07_area_partials.opb",3,6,419,190,0.645294,0.250815
"linear.normalized-factor-sizeN=380-sizeP=191-sizeQ=380-765568612.opb",0,2,0,0,-nan,0
"linear.normalized-5_6_16.opb",3,7,2130,462,0.51809,0.39347
"linear.normalized-4_5_12.opb",2,6,1225,272,0.292439,0.23137
"linear.normalized-factor-size=9-P=17-Q=457.opb",3,6,245,99,0.4873,0.402904
"linear.normalized-graphpart_3g-0333-0333.opb",2,7,540,324,0.8125,0.1875
"linear.normalized-mis_500_25_1.opb",1,6,16716,8358,0.666667,0
"linear.normalized-factor-size=9-P=443-Q=487.opb",3,6,245,99,0.50101,0.405754
"linear.normalized-mps-v2-20-10-p2756.opb",6,9,749,2756,0.859607,0.124631
"linear.normalized-pigeon-cardinality-101-100.opb",1,4,201,10100,1,0
"linear.normalized-minisat70_4_22_7.opb",2,7,24512,9940,0.786412,0.213588
"linear.sat-strips-gripper-12t23.sat05-1144.reshuffled-07.opb",2,7,93221,4940,0.449983,0.288973
"linear.normalized-factor-size=9-P=331-Q=379.opb",3,6,245,99,0.50101,0.405754
"linear.normalized-sha1-size128-round21-3.opb",4,8,9152,3968,0.229992,0.257278
"linear.normalized-sha1-size112-round23-1.opb",4,8,10784,4288,0.214598,0.255825
"linear.normalized-factor-sizeN=200-sizeP=101-sizeQ=200-864124249-max.opb",0,2,0,0,-nan,0
"linear.normalized-rand6reg-v101-n2.opb",4,7,202,303,0.825017,0.194098
"linear.normalized-3_4_9.opb",2,6,681,156,0.387222,0.307222
"linear.factor-mod-size=5-P0=29-P1=17-P2=2-P3=19-P4=13-B.opb",4,7,213,160,0.887534,0.11811
"linear.normalized-reduced-mps-v2-20-10-air05.opb",5,7,852,7195,0.865315,0.19562
"linear.normalized-mps-v2-20-10-mzzv11.opb",4,9,13116,11247,0.762449,0.153979
"linear.normalized-opt-market-split_6_50_2.opb",1,3,12,146,0.960526,0
"linear.normalized-3_5_9.opb",2,6,681,156,0.305957,0.225957
"linear.normalized-dbsg_200_10_2_15.opb",2,6,5587,2892,0.728981,0.196725
"linear.normalized-1097.cudf.trendy.opb",3,8,2343,484,0.924821,0.106319
"linear.normalized-5_6_23.opb",3,7,3817,812,0.510518,0.400889
"linear.normalized-factor-size=9-P=29-Q=409.opb",3,6,245,99,0.49183,0.40258
"linear.QG6-dead-dnd001.sat05-2742.reshuffled-07.opb",3,8,8169,1558,0.297933,0.0940445
"linear.mod3block_3vars_9gates_restr.opb",4,9,209392,784,0.299965,0.395383
"linear.normalized-single-obj-f16-DCdoubleLoss.seq-A-2-1-irEDCBA.opb",3,8,20516,6719,0.348031,0.375319
"linear.normalized-randaef248.cudf.paranoid.opb",1,6,29266,6450,0.373664,0
"linear.factor-mod-size=5-P0=23-P1=31-P2=23-P3=7-P4=31-P5=19-P6=31-P7=11-P8=2-B.opb",4,7,425,320,0.852441,0.148604
"linear.normalized-tseitin-regular-n56-d3-i3-r2.cnf.gz-plain.pb.metafix.opb",1,5,224,84,0.615385,0
"linear.normalized-10:10:4.5:0.95:100.opb",3,6,502,435,0.742717,0.0801852
"linear.normalized-fir04_area_partials.opb",5,9,69,54,0.812285,0.293105
"linear.normalized-bw.b.opb",2,7,4902,2847,0.76031,0.23969
"linear.normalized-dbsg_100_10_4_40.opb",2,6,2819,1458,0.729142,0.19722
"linear.normalized-lo_16x16_007.opb.metafix.opb",5,9,188,256,0.756608,0.108676
"linear.normalized-tseitin-regular-n50-d3-i1-f.cnf.gz-plain.pb.metafix.opb",1,5,200,75,0.505051,0
"linear.normalized-mux.opb",3,8,527,232,0.4891,0.17558
"linear.normalized-mps-v2-20-10-blp-ic97.opb",6,8,1063,11503,0.963098,0.0568918
"linear.normalized-vertexcover-completegraph-47.opb",3,7,1082,47,0.987654,0.0174594
"linear.normalized-autocorr_bern45-05.opb",4,7,924,507,0.649082,0.391733
"linear.normalized-crossdock_15x8.lin.opb",2,7,7372,3888,0.764275,0.235451
"linear.normalized-single-obj-f4-DataDisplay_2_order9.seq-B-3-2-irEDCBA.opb",3,9,11685,3564,0.299509,0.391226
"linear.normalized-autocorr_bern50-13.opb",4,7,8814,4457,0.627172,0.412998
"linear.normalized-single-obj-f4-DataDisplay_2_order9.seq-A-3-2-irabcde.opb",3,9,11685,3564,0.299509,0.391226
"linear.normalized-aim-50-2_0-yes1-4.opb",2,5,150,100,0.833333,0.166667
"linear.normalized-1078.cudf.paranoid.opb",2,5,17,9,0.529412,0.470588
"linear.factor-mod-size=9-P0=67-P1=349-P2=67-P3=499-P4=79-P5=347-P6=307-B.opb",4,7,991,648,0.855344,0.144679
