name,c,v,clauses_vars_ratio,vars_clauses_ratio,vcg_var_mean,vcg_var_coeff,vcg_var_min,vcg_var_max,vcg_var_entropy,vcg_clause_mean,vcg_clause_coeff,vcg_clause_min,vcg_clause_max,vcg_clause_entropy,vg_mean,vg_coeff,vg_min,vg_max,pnc_ratio_mean,pnc_ratio_coeff,pnc_ratio_min,pnc_ratio_max,pnc_ratio_entropy,pnv_ratio_mean,pnv_ratio_coeff,pnv_ratio_min,pnv_ratio_max,pnv_ratio_entropy,pnv_ratio_stdev,binary_ratio,ternary_ratio,ternary+,hc_fraction,hc_var_mean,hc_var_coeff,hc_var_min,hc_var_max,hc_var_entropy,unit_props_at_depth_1,unit_props_at_depth_4,unit_props_at_depth_16,unit_props_at_depth_64,unit_props_at_depth_256,mean_depth_to_contradiction_over_vars,estimate_log_number_nodes_over_vars,knuths_estimate,weighted_backtrack_estimate,recursive_estimate,saps_BestSolution_Mean,saps_BestSolution_CoeffVariance,saps_FirstLocalMinStep_Mean,saps_FirstLocalMinStep_CoeffVariance,saps_FirstLocalMinStep_Median,saps_FirstLocalMinStep_Q.10,saps_FirstLocalMinStep_Q.90,saps_BestAvgImprovement_Mean,saps_BestAvgImprovement_CoeffVariance,saps_FirstLocalMinRatio_Mean,saps_FirstLocalMinRatio_CoeffVariance,saps_EstACL_Mean,gsat_BestSolution_Mean,gsat_BestSolution_CoeffVariance,gsat_FirstLocalMinStep_Mean,gsat_FirstLocalMinStep_CoeffVariance,gsat_FirstLocalMinStep_Median,gsat_FirstLocalMinStep_Q.10,gsat_FirstLocalMinStep_Q.90,gsat_BestAvgImprovement_Mean,gsat_BestAvgImprovement_CoeffVariance,gsat_FirstLocalMinRatio_Mean,gsat_FirstLocalMinRatio_CoeffVariance,gsat_EstACL_Mean
linear.normalized-count.b.cnf,694,466,1.4892703862660943,0.6714697406340058,0.05360168705396346,0.8227868125142693,0.004322766570605188,0.15273775216138327,2.8467819067079145,0.05360168705396347,0.45699745069015696,0.004291845493562232,0.16738197424892703,1.263747178555704,0.220287937069424,0.33363735799814215,0.005763688760806916,0.3645533141210375,0.8946606755591038,0.13837218958356576,0.33333333333333326,1.0,1.2046879126561265,0.7894028854079652,0.2797910631883384,0.19999999999999996,1.0,2.5050407434635775,0.22086787259223667,0.0446685878962536,0.005763688760806916,0.05043227665706052,0.0,0.0,0,0.0,0.0,0.0,0.002145922746781116,0.008583690987124463,0.02575107296137339,0.027896995708154508,0.0407725321888412,1.0,1.0,0,0,467,0.0,0.0,5.2969,0.338385228804,5.0,3.0,8.0,2.65487626984,0.698141863051,0.9921,0.089239583904,-inf,0.0,0.0,5.332,0.336545977803,5.0,3.0,8.0,2.64957569986,0.682172056428,0.9922,0.0886685090269,-inf
linear.normalized-single-obj-f46-DC_Side1.seq-B-2-1-irEDCBA.cnf,15342,5443,2.818666176740768,0.3547777343240777,0.0003754223501439119,1.65191052463631,0.0,0.007633587786259542,2.1138856111881172,0.0003754223501439119,0.4505524701609796,0.00016173378618793466,0.005660682516577713,0.8378131353070675,0.0004282330022524651,1.5999850453989002,6.257039169065198e-05,0.005693905643849331,0.2718188914910226,1.4220223651623587,0.0,1.0,0.9717584378046235,0.3347242068218451,0.8497842438503576,0.0,1.0,1.77235147897893,0.28444335699251233,0.6825178325616318,0.2529095232136153,0.9354273557752472,0.8615942935802778,0.0002954561144752184,1.9493030497755366,0.0,0.007508447002878238,1.9698596183844992,0.005013747371825974,0.022966197638686722,0.07536794436357755,0.20879831796862364,0.33478893740902477,0.2621374605155017,0.879247176153305,2037035976334486086268445688409378161051468393665936250636140449354381299763336706183397375,0,8174,24.5909090909,1.37312517475,2166.37878788,0.0155722588212,2167.0,2122.0,2209.0,0.509777393581,0.224176176148,0.889186780528,0.0122167781889,878248.374165,234.278409091,0.102378341235,2165.4875,0.0152733703617,2166.0,2124.0,2210.0,0.645286445991,0.150839231853,0.946010642974,0.00734537216502,3373351.49394
linear.normalized-NG_K199.cnf,91081,45484,2.0024843901152054,0.4993796730382846,4.1593834273872926e-05,0.8244852419639648,0.0,0.00014157672914193612,1.621490453053004,4.1593834273872926e-05,3.0194914255406022,1.4500108750815631e-05,0.0028565214239106794,0.8583614295780332,0.0017386729108673634,0.9736511310274424,3.267155287890833e-05,0.0036047613343062196,0.35809323631437917,1.179644273826552,0.0,1.0,1.2825169094647733,0.07752422883431365,1.9190944412331115,0.0,1.0,1.0508442121366683,0.148776316616815,0.7673676529845463,0.11279309105561787,0.8801607440401642,0.7754484170632631,2.237100079819922e-05,0.8031456439388526,0.0,9.801465863672501e-05,1.3284745712500796,0.006684550134126006,0.014065105488291162,0.014065105488291162,0.014065105488291162,0.014065105488291162,0.09939900865045961,0.14950702635375274,2037035976334486086268445688409378161051468393665936250636140449354381299763336706183397375,inf,50001,804.285714286,1.95347665608,10340.1428571,0.00909171429571,10315.0,10199.0,10452.0,0.385952848469,0.860358590951,0.758903128027,0.0958615381666,270469060.428,1420.53846154,0.410823581061,10333.6153846,0.00960865158481,10304.0,10214.0,10437.0,0.21480225689,0.50061161787,0.779777979057,0.0329181674022,321326454.904
linear.manol-pipe-g6bi.cnf,69892,23890,2.9255755546253663,0.34181308304240826,9.766478955921683e-05,1.380216155410367,1.4307584450517219e-05,0.00422073741290258,0.670244209247638,9.766478955921681e-05,0.20204196759034965,4.185676614624754e-05,0.0001255702984387426,0.6366756601011581,7.909357254257041e-05,1.4249281452408848,2.8615168901034438e-05,0.003347974761421029,0.2982463670658483,1.2805900435840227,0.0,1.0,1.0245332957927047,0.18564180187191942,0.25050872190278445,0.0,1.0,0.5404640167225985,0.04650489051866447,0.6666618974718498,0.3333237949436997,0.9999856924155495,0.7985205957678165,7.24068814856739e-05,1.398052367111216,1.4307584450517219e-05,0.002861516890103444,1.4731051355230895,0.0006697082583399606,0.000920848855217446,0.02825331714871709,0.02825331714871709,0.02825331714871709,0.08998088541012654,0.24411255742348129,2037035976334486086268445688409378161051468393665936250636140449354381299763336706183397375,0,26242,623.68,2.42765722707,5681.24,0.208486642304,5913.0,5849.0,5967.0,0.59182727879,0.767439015729,0.868121057631,0.310522102894,28449584.1065,451.15,0.364543807696,5924.45,0.00868110709929,5935.5,5850.0,5984.0,0.278862071292,0.463032422254,0.822280099765,0.0131039257917,112027696.203
linear.normalized-lo_8x8_006.opb.metafix.cnf,705,279,2.5268817204301075,0.39574468085106385,0.006734417644839905,0.8699732343763176,0.0,0.03319502074688797,2.1988812953509322,0.006734417644839905,0.2551113972041758,0.00267379679144385,0.01871657754010695,0.8964402190201483,0.010797305135412483,0.6811068443373276,0.004149377593360996,0.03872752420470263,0.48824343015214383,0.8226913737176941,0.0,1.0,1.0793945000989928,0.15794128949954184,1.3834815268491667,0.0,1.0,1.7182107762323457,0.2185088563493524,0.4661134163208852,0.4896265560165975,0.9557399723374828,0.5961272475795297,0.0037092920910348297,0.897175685370256,0.0,0.015214384508990318,1.9049301373972316,0.008021390374331552,0.22459893048128343,0.22459893048128343,0.22459893048128343,0.22459893048128343,0.2715474653099784,0.7365929455570565,2.658455991569832e+36,8.112963839571722e+31,381,15.3029,0.373804917563,67.0533,0.087950435775,67.0,60.0,75.0,0.632280603799,0.241643023471,0.792782326346,0.0657649326298,5836.9102471,27.6739,0.197181752731,66.9489,0.0869325844038,67.0,59.0,74.0,0.677236697064,0.337614431693,0.881127965656,0.0582901935281,11033.884054
linear.normalized-graphpart_3pm-0334-0334.lin.cnf,1476,792,1.8636363636363635,0.5365853658536586,0.0018888067668555474,1.417718020493945,0.0,0.01016260162601626,1.358204092137135,0.0018888067668555474,0.19137844414846752,0.0016835016835016834,0.0025252525252525255,0.5555365967291861,0.003695491500369549,1.1324751652906124,0.0020325203252032522,0.014227642276422764,0.17073170731707318,1.7842851423995423,0.0,1.0,0.8203543855967165,0.10505050505050506,1.4406400615636956,0.0,0.33333333333333337,0.8193222134891399,0.15133996606325692,0.7560975609756098,0.24390243902439024,1.0,0.975609756097561,0.0018272152418493883,1.3646020001675414,0.0,0.009485094850948509,1.358204092137135,0.0008417508417508417,0.003367003367003367,0.013468013468013467,0.05387205387205387,0.21548821548821548,0.6361238079115175,0.6663841986883884,0,0,1189,0.0439,24.1015275224,211.209,0.0477148749984,211.0,198.0,224.0,0.649953691426,0.086741374367,0.790989951691,0.0298391083303,39516.456622,24.5106,0.197055574331,210.9902,0.0484421062072,211.0,198.0,224.0,0.364426349123,0.175118913061,0.855376503075,0.0265653408716,86246.0871971
linear.normalized-tseitin-regular-n48-d3-i2-r1.cnf.gz-plain.pb.metafix.cnf,192,72,2.6666666666666665,0.375,0.041666666666666664,0,0.041666666666666664,0.041666666666666664,0.0,0.041666666666666664,0,0.041666666666666664,0.041666666666666664,0.0,0.020833333333333332,0,0.020833333333333332,0.020833333333333332,0.5,0.5773502691896258,0.33333333333333326,1.0,0.5623351446188083,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.46875,0.01953125,0.3764683188021648,0.010416666666666666,0.03125,1.0336056782783674,0.0,0.013888888888888888,0.19444444444444445,0.6527777777777778,0.6527777777777778,0.9818846153846155,0.9972825959312467,1.1805916207174113e+21,1.1805916207174113e+21,46451,3.6806,0.533848869338,9.461,0.212571593178,9.0,7.0,12.0,1.4114960882,0.268099757188,0.833250439511,0.148855578662,170.098994232,3.4654,0.560398255265,9.4416,0.211642774101,9.0,7.0,12.0,1.43075175096,0.254054365103,0.8231705784,0.14630277185,177.651407558
linear.normalized-graphpart_3pm-0234-0234.cnf,840,456,1.8421052631578947,0.5428571428571428,0.003279030910609858,1.3121637484655377,0.0,0.015476190476190477,1.382328596338925,0.003279030910609858,0.19118893018858132,0.0029239766081871343,0.0043859649122807015,0.5543509810891,0.006390977443609023,1.0188534162169867,0.0035714285714285713,0.02142857142857143,0.18571428571428572,1.733189191397045,0.0,1.0,0.8454492044730078,0.10481331533963113,1.4332707827147801,0.0,0.33333333333333337,0.8374988805037573,0.1502258625157642,0.7571428571428571,0.24285714285714285,1.0,0.9714285714285714,0.003153717627401838,1.2559406660795822,0.0,0.014285714285714285,1.3823285963389247,0.0014619883040935672,0.005847953216374269,0.023391812865497075,0.0935672514619883,0.3084795321637427,0.644566596014539,0.6663213765159833,0,0,685,0.0499,15.2708574177,121.5443,0.0627800804044,122.0,112.0,131.0,0.677977474521,0.109672289075,0.793850848489,0.0392144609607,16688.1635143,14.9896,0.287461854507,121.6428,0.0630140009968,122.0,112.0,132.0,0.433020786245,0.224972247134,0.865163824047,0.0367089470842,29681.1473328
linear.normalized-sporttournament42.lin.cnf,6720,4221,1.592039800995025,0.628125,0.0003812913065582105,0.9664591092625405,0.0,0.0011904761904761906,1.3822991857682378,0.0003812913065582105,0.1924500897298753,0.0003389256058295204,0.0005083884087442806,0.5623351446188083,0.0007107320540156361,0.744721004806498,0.0004464285714285714,0.0017857142857142857,0.08333333333333334,1.7320508075688774,0.0,0.33333333333333337,0.5623351446188083,0.09489916963226573,1.585086748414736,0.0,0.33333333333333337,0.5973353907081772,0.15042341621966654,0.75,0.25,1.0,1.0,0.0003812913065582105,0.9664591092625405,0.0,0.0011904761904761906,1.3822991857682378,0.0001694628029147602,0.0006778512116590408,0.0027114048466361632,0.010845619386544653,0.04338247754617861,0.19021634751172117,0.6866790559912542,0,0,5902,0.663590604027,34.5253530033,1072.61241611,0.0352984037836,1074.0,1044.0,1100.0,1.00820084962,0.0214983042814,0.88058481988,0.0424820113029,1733312.27748,1.53514265832,1.0783820129,1073.30201809,0.0196537822463,1073.0,1046.0,1101.0,0.297723063181,0.118474015788,0.88026451771,0.00938214693864,2820624.9922
linear.normalized-3_4_6.cnf,366,110,3.327272727272727,0.3005464480874317,0.022899532333494597,0.8387748152716203,0.0,0.0862533692722372,2.072718753971636,0.0228995323334946,0.29184415342838016,0.008547008547008548,0.03418803418803419,1.0875150755537446,0.0274442538593482,0.5549809244745375,0.01078167115902965,0.07277628032345014,0.4582210242587601,0.9840715271121785,0.0,1.0,1.0562364115959522,0.22407599761441938,1.2285803383332512,0.0,1.0,1.7023861440981376,0.27529536496148416,0.477088948787062,0.3261455525606469,0.8032345013477089,0.6442048517520216,0.01225608772778584,1.2207687917812968,0.0,0.05390835579514825,1.5536644475840315,0.0,0.48717948717948717,0.48717948717948717,0.48717948717948717,0.48717948717948717,0.41962145755551067,0.6309799301735443,8175964873247633.0,34646491551122.285,11393,5.953,0.328352055929,24.016,0.144795390878,24.0,20.0,28.0,1.56951975577,0.299096593048,0.928956183738,0.0480826760126,400.604498138,7.5065,0.278855151731,23.9524,0.146797752924,24.0,19.0,28.0,1.75865605335,0.315644137495,0.954744580888,0.0400080805124,518.866152695
linear.normalized-factor-size=9-P=307-Q=449.cnf,3113,1755,1.7737891737891738,0.5637648570510762,0.0013463732514923138,0.4944913086269546,0.0,0.006103437198843559,1.222250854258946,0.0013463732514923138,0.24405283120295168,0.0011350737797956867,0.0028376844494892167,0.7652485547294375,0.0017597374487833852,0.29008794675390753,0.0009637006103437199,0.006103437198843559,0.5112431737873434,0.8782951190152526,0.0,1.0,1.142482481976529,0.17910716839565638,0.8477370321568996,0.0,0.6,1.085671710742743,0.15183577937375978,0.6710568583360103,0.29296498554449085,0.9640218438805012,0.7973016382910376,0.0009822964223480822,0.6737967809821322,0.0,0.0057822036620623195,1.5479867069191018,0.0,0.0,0.11407491486946651,0.11407491486946651,0.11407491486946651,0.23017787326811165,0.6589232236529512,2037035976334486086268445688409378161051468393665936250636140449354381299763336706183397375,1.5774452227135082e+103,8975,7.66918630502,1.35560803869,334.745220098,0.0451191647882,335.0,318.0,352.0,0.351669184186,0.169309725204,0.745879167221,0.0756495812262,220320.432236,50.1451454724,0.263525600499,334.760052305,0.0444140419956,335.0,317.0,352.0,0.273094499541,0.283236805436,0.799750172634,0.115321391467,290980.905021
